FP ID,Firm Name,Job Location,Job Title,Job Description,Practice Areas,Specialty,MinYrs,MaxYrs,Status,Closed Date
1000142256,DLA Piper,"New York City, New York; Los Angeles, California; San Francisco, California; Silicon Valley, California; San Diego, California",Venture & Growth Finance Associate (Multi-City),"DLA Piper is, at its core, bold, exceptional, collaborative and supportive. Our people are the backbone, heart and soul of our firm. Wherever you are in your professional journey, DLA Piper is a place you can engage in meaningful work and grow your career. Let’s see what we can achieve. Together. Summary DLA Piper is seeking a Finance associate to join its Venture & Growth subgroup in any of our New York or California offices (New York, Los Angeles, Palo Alto, San Francisco, and San Diego). Candidates should have a minimum of four years of lender-side representation for commercial finance matters. Experience representing banks and/or private credit funds on loans to technology, life sciences and/or middle market companies is preferred. Candidates must be admitted or to the jurisdiction in which applying. Responsibilities Responsibilities as an Associate will vary based on level of experience and specific practice group. Legal Research: Conduct thorough and comprehensive legal research and analysis to support case/transaction preparation and strategy. Legal Writing: Draft well-written, error free, and reasoned legal documents, including briefs, motions, contracts, and correspondence. Case/Transaction Assistance and Management: Assist/Manage a variety of complex cases/transactions from inception to resolution including preparing for trials, negotiations, settlements, closings, and other legal activities while continuously demonstrating strong judgement. Internal/External Client Interaction: Build, maintain, and cultivate strong internal and external client relationships by providing support, regular updates, advice, and addressing concerns promptly and with the utmost professionalism. Collaboration: Work collaboratively with other lawyers and business professionals to support and develop innovative case/transaction strategies to achieve the most favorable outcomes for internal and external clients. Attend, support, and participate in high-level legal activities including court hearings, depositions, negotiations, trials, etc. Compliance: Ensure rigorous compliance with legal standards and regulations, staying abreast of changes in law and legal precedents. Professional Development: Proactively seek out and participate in ongoing training and development opportunities to enhance your legal knowledge, practice technology, management, and leadership skills. Firm Citizenship and Community Involvement: Engage in and contribute to; firm programs and initiatives; civic and professional organizations; pro bono work by providing legal assistance to underserved and underrepresented communities. Desired Skills Excellent written and verbal communication abilities. Strong research, analytical and problem-solving skills. Attention to detail. Good business and professional judgment. Excellent organizational skills. Ability to work collaboratively and independently. Conceptual thinking. Persuasive communication. Management skills. Minimum Education JD Degree from an accredited law school. Certifications Admitted to practice in the state in which they are officing. Minimum Years of Experience A minimum of four years of experience. Direct and applicable AmLaw 100 firm and experience. Essential Job Expectations While the specific job requirements of a DLA Piper position may vary depending upon scope of the job and area of specialty, there are certain universal requirements that are expected of all DLA Piper employees, which include but are not limited to: Effectively communicate, verbally and in writing, with clients, lawyers, business professionals, and third parties; Produce deliverables, answer phone calls, and reply to correspondence in an efficient and responsive manner; Provide timely, accurate, and quality work product; Successfully meet deadlines, expectations, and perform work duties as required; Foster positive work relationships; Comply with all firm policies and practices; Engage in both physical and sedentary activity, such as (a) working at a computer for extended periods of time, including on-screen reading and typing; (b) participating in digital/virtual conference calls; (c) participating in meetings as needed; Ability to work under pressure and manage competing demands in a fast-paced environment; Perform all other duties, tasks or projects as assigned. Our employees are expected to embrace and uphold our firm values as a part of our DLA Piper culture. We are committed to excellence in how we represent our clients and develop our people. Physical Demands Sedentary work: Exerting up to 10 pounds of force occasionally and/or a negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met. Work Environment-The firm’s work location requirements may be modified at the firm’s discretion Hybrid - Regular in-office presence with some flexibility for work-from-home Disclaimer The purpose of this job description is to provide a concise statement of the work elements and to organize and present the information in a standardized way. It is not intended to describe all the elements of the work that may be performed by every individual in this classification, nor should it serve as the sole criteria for personnel decisions and actions. The job duties, requirements, and expectations for this position may be modified at the Firm’s discretion at any time. This job description does not change the at-will nature of employment. Application Process: Applicants must apply directly online instead of sending application materials via email. Reasonable accommodations may be made upon request to permit individuals with a disability to perform the essential functions and responsibilities of the position or to participate in the job selection process. If you have a request for an accommodation during the application process, please contact FinanceTalent@talent.us.dlapiper.com. Search Firms Per the terms of our agreement, all candidates must be submitted through the firm’s agency portal for consideration. If you have an agreement with the firm, please log in to the agency portal. If you do not have an agreement with us and would like us to consider candidates, please send a blind candidate profile to FinanceTalent@talent.us.dlapiper.com. Pay Transparency The firm’s expected hiring range for this position is $310,000 - $365,000 per year depending on the candidate’s experience, skills, educational and professional background, and overall qualifications. We offer a comprehensive package of benefits including medical/dental/vision insurance, and 401(k). #LI-CS1 #LI-Hybrid DLA Piper is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Job applicant poster viewing center.","Banking, Corporate","Lending, Venture Capital, Finance",4,,Open,
1000142244,Finnegan Henderson Farabow Garrett & Dunner LLP,"Boston, Massachusetts",Litigation Associate - Computer Hardware & Software,"Finnegan’s Electrical and Computer Technology litigation and Patent Trial and Appeal Board (PTAB) teams continue to grow and are seeking mid-level to senior litigation associates with experience in computer hardware and software in our Boston Office. Successful candidates must have 4-6 years of solid experience in patent litigation and inter partes review (IPR) proceedings before the PTAB. Must have at least 4 years solid litigation experience. Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, or related degree required. Exceptional writing skills are a must. USPTO registration number preferred. About Our Practice Finnegan’s Electrical and Computer Technology is part of our work in AI, Electronics, and Information Technology. In today’s fast-paced, connected world, protecting IP is crucial. Technological innovation drives new markets, with IP assets at their core. With decades of experience in computer hardware and software, information technology, the Internet, and telecommunications, we help clients develop, patent, and license technologies. Our clients in these vast and sophisticated markets rely on Finnegan to identify opportunities, anticipate problems, and provide practical solutions. Our team includes approximately 100 professionals with degrees in electrical engineering, computer science, or related fields—many with industry experience. Whatever the electrical technology—light-emitting diodes (LEDs), DSL, circuits, watermarking, digital signatures, microchips, flash memory, SSL, networking, digital video, MPEG, data compression, HD-WDM, or GPS—we have a professional with experience in that field. Apply Now To submit your paperwork, please click here. Unsolicited emails from recruiting professionals or search firms will not be considered. For all search firm submissions, please click here. Additional information for Finnegan’s search firm policy can be found here. The base annual pay range for this role is between $310,000 - $390,000. The base pay to be offered will vary and depend on skills and qualifications, experience, location and will also take into account internal equity. A full range of medical, financial and/or other benefits dependent on the position will also be offered. Equal Employment Opportunity Statement: Finnegan is an Equal Opportunity Employer. The firm is committed to providing equal employment opportunities to all applicants for employment, as defined by applicable state and federal laws, without regard to race, color, religion, sex, national origin, ancestry, age, sexual orientation, gender identity or expression, physical or mental disability, medical condition, military or veteran status, genetic information, marital status, pregnancy, childbirth, or related medical conditions, or any other protected status in accordance with all applicable federal, state and local laws. Our privacy policy for applicants can be found here.",Intellectual Property,"Patent Litigation, Litigation",4,6,Open,
1000142242,Finnegan Henderson Farabow Garrett & Dunner LLP,District of Columbia,Litigation Associate - Computer Hardware & Software,"Finnegan’s Electrical and Computer Technology litigation and Patent Trial and Appeal Board (PTAB) teams continue to grow and are seeking mid-level to senior litigation associates with experience in computer hardware and software in our Washington, DC Office. Successful candidates must have 4-6 years of solid experience in patent litigation and inter partes review (IPR) proceedings before the PTAB. Must have at least 4 years solid litigation experience. Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, or related degree required. Exceptional writing skills are a must. USPTO registration number preferred. About Our Practice Finnegan’s Electrical and Computer Technology is part of our work in AI, Electronics, and Information Technology. In today’s fast-paced, connected world, protecting IP is crucial. Technological innovation drives new markets, with IP assets at their core. With decades of experience in computer hardware and software, information technology, the Internet, and telecommunications, we help clients develop, patent, and license technologies. Our clients in these vast and sophisticated markets rely on Finnegan to identify opportunities, anticipate problems, and provide practical solutions. Our team includes approximately 100 professionals with degrees in electrical engineering, computer science, or related fields—many with industry experience. Whatever the electrical technology—light-emitting diodes (LEDs), DSL, circuits, watermarking, digital signatures, microchips, flash memory, SSL, networking, digital video, MPEG, data compression, HD-WDM, or GPS—we have a professional with experience in that field. Apply Now To submit your paperwork, please click here. Unsolicited emails from recruiting professionals or search firms will not be considered. For all search firm submissions, please click here. Additional information for Finnegan’s search firm policy can be found here. The base annual pay range for this role is between $310,000 - $390,000. The base pay to be offered will vary and depend on skills and qualifications, experience, location and will also take into account internal equity. A full range of medical, financial and/or other benefits dependent on the position will also be offered. Equal Employment Opportunity Statement: Finnegan is an Equal Opportunity Employer. The firm is committed to providing equal employment opportunities to all applicants for employment, as defined by applicable state and federal laws, without regard to race, color, religion, sex, national origin, ancestry, age, sexual orientation, gender identity or expression, physical or mental disability, medical condition, military or veteran status, genetic information, marital status, pregnancy, childbirth, or related medical conditions, or any other protected status in accordance with all applicable federal, state and local laws. Our privacy policy for applicants can be found here.",Intellectual Property,"Patent Litigation, Litigation",4,6,Open,
1000142216,Kilpatrick Townsend & Stockton LLP,"Raleigh, North Carolina; Atlanta, Georgia; District of Columbia; New York City, New York; Winston Salem, North Carolina","Employee Benefits Associate - Health and Welfare (Raleigh, NC / Other)","Kilpatrick Townsend & Stockton LLP is seeking an Employee Benefits Associate Attorney with at least 3+ years of experience working with health and welfare plans to work with the firm’s Employee Benefits & Tax Team. We are looking for an attorney with strong analytic, writing and verbal skills and strong academic credentials. The ideal candidate would have experience advising clients regarding a wide range of issues impacting health and welfare plans, including compliance with the ERISA, COBRA, HIPAA, the Affordable Care Act, and other applicable laws, reviewing third party administrator and other vendor agreements and advising regarding HIPAA privacy issues. An LL.M. in Employee Benefits is desirable and would be taken into consideration in lieu of work experience. This is an excellent opportunity for an attorney seeking a long-term position in a dynamic, nationally recognized practice that offers professional development, significant opportunity for advancement and a collegial environment. The associate can be resident in our Atlanta, DC, New York, Raleigh, Winston-Salem office. Open to remote / hybrid candidates who are barred in states with KTS offices. Kilpatrick is a full-service, international law firm with more than 600 attorneys who work with forward-thinking clients in established and emerging industries to solve their most business-critical matters. Kilpatrick attorneys are fully engaged in the success of the firm’s clients. We deliver results-oriented counsel for corporations at all stages of the growth cycle, from the challenging demands of financial transactions and securities to the disciplines of intellectual property management. A close collaboration between the firm’s practice areas ensures that we are well-positioned to serve all of our clients’ needs. We serve clients around the world from offices in Arizona, California, Colorado, District of Columbia, Georgia, Illinois, New York, North Carolina, Texas, Washington, China, Japan, and Sweden. We value our client relationships and are committed to learning and furthering the business, as well as legal goals, of each company we work with. We strive at every level to develop beneficial relationships built on trust and mutual respect. We partner with the senior executives and internal counsel of our corporate clients, integrating and sharing tasks as appropriate. We take pride in the fact that clients who hire us once, typically hire us again. Our success is measured by the results we achieve on behalf of our clients, and we commit ourselves, without reservation, to the overriding objective of client satisfaction. Kilpatrick Townsend & Stockton LLP is committed to equal employment opportunity for all persons, regardless of race, color, religion, sex or gender, national origin, age, veteran status, disability, sexual orientation, gender identity, or any other basis prohibited by applicable law. Please do not include your Date of Birth or Social Security Number in your application documents.",ERISA,Employee Benefits,3,,Open,
1000142215,Fragomen,"Boston, Massachusetts",Business Immigration Associate (3-4 Years),"Job Description About the Role: A career as a Business Immigration Associate at Fragomen gives you the opportunity to work with a smart, motivated, and diverse peer group. Our exclusive focus on immigration means you will practice in an exciting, dynamic, and challenging environment with talented individuals who share your passion for immigration. Working in a collegial, team-oriented environment, Fragomen Associates learn from the industry’s leading experts. Our unwavering dedication to excellence and industry best practices is bolstered by cutting-edge technological innovation, enhancing the experience for both our clients and our exceptional staff. How will you make a difference as an Associate at Fragomen? Develop an expert-level understanding of your client base and the industries you support as well as the firm’s practice areas and services provided. Positioned as a senior member of the client team, independently oversee, and manage assignments with minimal supervision. Utilize legal precedents to address specific client situations or requests and develop creative solutions. Research complex technical immigration issues and formulate solutions, including completion of appropriate documentation. Independently execute case preparation and filing and develop strategies for complex matters. Articulate relatively complex issues to a variety of audiences. Understand the business strategy of the practice area and the firm as a whole. Build, strengthen, and maintain strong client relationships with key stakeholders in client accounts, as well as Partners and other relevant stakeholders, (e.g., take part in client meetings, briefings, workshops, Q&A sessions, proactively provide client reporting etc.). Proactively communicate with clients, within SLAs/team protocols and with a precise, efficient, thoughtful, and organized response. Directly or indirectly supervise junior Associates and other staff, providing mentoring, coaching, and performance management. Ensure self and team follow firm protocols with respect to file maintenance, record keeping and use of firm’s systems including data quality in Connect and other firm technology. Meet individual and team productivity goals and identify opportunities to cross sell or bill for out-of-scope services. Proactively identify and implement opportunities to improve quality, efficiency, and standardization of processes, products, or services. Proactively identify and take part in marketing and business development opportunities. Ensure self and team follow documented firm standards and policy to mitigate risk and ensure regulatory, operational and client compliance. Engage, collaborate, and share knowledge with teams locally, regionally, and firmwide. Other duties as required. Leverage your valuable skills and experience to make an impact at Fragomen: U.S. JD or LLM required Member of a US State bar or Washington DC bar association 3-5 years of experience at Associate level Exceptional working knowledge and understanding of immigration law Prior team management experience preferred Excellent written and verbal communication skills Dedication to exceptional client service Demonstrated attention to detail Strong analytical and problem-solving skills Ability to multi-task in a fast-paced environment with competing demands Ability to contribute to a positive work environment Benefits: At Fragomen, we know that great people make a great organization. We value our people and offer employees a broad range of benefits which includes: 27 PTO days + Federal holidays Medical, Dental, and Vision plans + FSA & HSA Plans 401K plan, with company matching Learn More About Fragomen: Please take time to read About Us, explore the Meaningful and Impactful Work we do for our clients, and review the standard Benefits we offer. You can find all the material to the right of this page. All offers and/or employment contracts are contingent upon the successful completion of the Firm’s pre-employment screening process. This process may include verifying the candidate’s identity, confirming legal authorization to work in the offered position’s location, and conducting a comprehensive background check, where permitted by local regulations.",Labor & Employment,Immigration,3,5,Open,
1000142198,DLA Piper,"Reston, Virginia; Los Angeles, California; San Francisco, California; San Diego, California; Silicon Valley, California; District of Columbia; Wilmington, Delaware; Phoenix, Arizona; Houston, Texas; Austin, Texas; Dallas, Texas; Boston, Massachusetts; Atlanta, Georgia; Raleigh, North Carolina; Baltimore, Maryland; New York City, New York; North, New Jersey; Chicago, Illinois; Miami, Florida; Seattle, Washington; Philadelphia, Pennsylvania; Minneapolis, Minnesota",EGVC Attorney (Professional Track),"DLA Piper is, at its core, bold, exceptional, collaborative and supportive. Our people are the backbone, heart and soul of our firm. Wherever you are in your professional journey, DLA Piper is a place you can engage in meaningful work and grow your career. Let’s see what we can achieve. Together. Summary DLA Piper is seeking an attorney to join its corporate group as part of our Professional Track Attorney program. This attorney will focus primarily on working with emerging growth companies and the institutional investors that support them. The ideal candidate will have at least 5 years of experience supporting venture capital financings, M&A transactions, and a variety of day-to-day corporate governance matters. This position is open to all U.S. DLA Piper locations. Responsibilities These expectations include, but are not limited to, the lawyer’s ability to: Effectively communicate, verbally and in writing, with partners, lawyers, clients, staff, and third parties; Produce deliverables, answer phone calls, and reply to correspondence in an efficient and responsive manner, meeting all deadlines and expectations; Analyze complex legal issues in a logical manner, applying legal principles and research to specific facts; Provide timely, accurate, and well-reasoned work product; Be available whenever needed to ensure timely delivery of services, including during business hours, evenings, and weekends; Apply sustained and intense concentration for extended periods of time; Work under pressure to meet deadlines and perform to the satisfaction of clients and colleagues; Engage in both physical and sedentary activity, such as working at a computer for extended periods of time, including on-screen reading and typing; participating in telephonic conferences; and participating in meetings at client offices and at the Firm; Travel, as required by the Firm or client, such as to client meetings, to engage in advocacy before a tribunal or government agency, or to participate in business development activities; Foster relationships and anticipate clients’ needs to achieve continued engagement; Mentor and supervise junior lawyers and staff; and Observe all Firm policies and practices, as may be in effect from time to time. Desired Skills In addition to the general job specifications outlined above, lawyers are expected to demonstrate a level of proficiency commensurate with their position and experience in the core competencies summarized below. Professional Excellence: Oral communications, writing, analysis and strategic thinking, legal knowledge and expertise. Client Impact: Solution orientation, project management, service quality and orientation. initiative and ownership. Effectiveness: self-awareness, relationship building, people management, team building and inclusion. Leadership: Entrepreneurship, business development, career commitment, professionalism and integrity. Minimum Education JD Minimum Experience 5-8 years of Emerging Growth/Venture Capital experience. Direct and applicable AmLaw 100 law firm experience preferred Familiarity with standard emerging growth and venture capital forms, including NVCA, seriesseed.com and Y Combinator. Experience negotiating and managing preferred stock financings, bridge financings, and SAFE financings Ability to manage due diligence on M&A transactions and venture financings Experience advising clients on various corporate governance matters Essential Job Expectations While the specific job requirements of a DLA Piper position may vary depending upon scope of the job and area of specialty, there are certain universal requirements that are expected of all DLA Piper employees, which include but are not limited to: Effectively communicate, verbally and in writing, with clients, lawyers, business professionals, and third parties; Produce deliverables, answer phone calls, and reply to correspondence in an efficient and responsive manner; Provide timely, accurate, and quality work product; Successfully meet deadlines, expectations, and perform work duties as required; Foster positive work relationships; Comply with all firm policies and practices; Engage in both physical and sedentary activity, such as (a) working at a computer for extended periods of time, including on-screen reading and typing; (b) participating in digital/virtual conference calls; (c) participating in meetings as needed; Ability to work under pressure and manage competing demands in a fast-paced environment; Perform all other duties, tasks or projects as assigned. Our employees are expected to embrace and uphold our firm values as a part of our DLA Piper culture. We are committed to excellence in how we represent our clients and develop our people. Physical Demands Sedentary work: Exerting up to 10 pounds of force occasionally and/or a negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met. Work Environment-The firm’s work location requirements may be modified at the firm’s discretion Hybrid - Regular in-office presence with some flexibility for work-from-home Disclaimer The purpose of this job description is to provide a concise statement of the work elements and to organize and present the information in a standardized way. It is not intended to describe all the elements of the work that may be performed by every individual in this classification, nor should it serve as the sole criteria for personnel decisions and actions. The job duties, requirements, and expectations for this position may be modified at the Firm’s discretion at any time. This job description does not change the at-will nature of employment. Application Process Applicants must apply directly online instead of sending application materials via email. Reasonable accommodations may be made upon request to permit individuals with a disability to perform the essential functions and responsibilities of the position or to participate in the job selection process. If you have a request for an accommodation during the application process, please contact CorporateTalent@us.dlapiper.com. Search Firms Per the terms of our agreement, all candidates must be submitted through the firm’s agency portal for consideration. If you have an agreement with the firm, please log in to the agency portal. If you do not have an agreement with us and would like us to consider candidates, please send a blind candidate profile to CorporateTalent@us.dlapiper.com. Pay Transparency The firm’s expected hiring range for this position is $150,000 - $300,000 per year depending on the candidate’s geographic market location. The compensation offered for employment will also be dependent on other factors including the candidate’s experience, skills, educational and professional background, and overall qualifications. We offer a comprehensive package of benefits including medical/dental/vision insurance, and 401(k). #LI-Hybrid #LI-CS1 DLA Piper is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran. Job applicant poster viewing center.",Corporate,"Emerging Growth, Venture Capital, Finance, M&A",5,8,Open,
1000142187,Akerman LLP,"New York City, New York",Conflicts Counsel,"Conflicts Counsel to assist the firm’s General Counsel’s Office with conflict of interest and risk management matters. The Conflicts Counsel is responsible for daily review, analysis and resolution of conflicts and other issues related to firm acceptance of new clients and new matters, as well as interface with the firm’s General Counsel and attorneys regarding approval of new clients and matters. Responsibilities include the analysis of conflict of interest reports for all new firm representations to identify potential conflict problems, resolution of conflict of interest issues (including drafting necessary waivers and other documents) related to new clients and new matters, review of client outside counsel guidelines and assisting with assessment of firm’s ability to comply. The Conflicts Counsel will handle additional assignments from the firm’s General Counsel’s office and firm administration, as needed. The position requires a Juris Doctor degree from an ABA accredited law school and bar membership, as well as 3+ years of practice experience as a lawyer in a mid to large-sized law firm. Qualified candidates must possess basic knowledge of conflict-of-interest principles under professional responsibility rules, and have excellent analytical, organizational and written and oral communication skills. Experience in the area of conflict of interest law and/or professional responsibility is preferred. Candidates must have availability to handle urgent and confidential matters and situations, including nights and weekends, as needed. This position can be resident in any of the firm’s office locations. Hybrid and remote work arrangements are available. This position will work solely with the General Counsel’s Office on firm internal matters. We are not accepting search firm submissions for this position.",Litigation,Conflicts/Ethics,3,,Open,
1000142174,Greenberg Traurig LLP,"New York City, New York",Patent Litigation - Associate (Mid to Senior Level) - NY,"Greenberg Traurig (GT), a global law firm, has an exciting full-time employment opportunity for a mid-level Patent Litigation Associate in the New York Intellectual Property and Technology group. We offer competitive compensation and an excellent benefits package. GT is consistently among the top firms on the Am Law Global 100; the Associate will have the opportunity to work with clients, large and small, from variety of industries across the country. Candidates should have 6 - 8 years of patent litigation experience, with a background in Electrical Engineering (EE), Software, and/or Pharmaceutical sciences. Must have experience, with all aspects of patent litigation, including managing written discovery, brief writing, substantial deposition experience, and, ideally, some trial experience. This qualified individual, based in New York, must possess excellent academic credentials as well as strong legal research, writing and analytical skills. Must be self-motivated and flexible. Prior experience at a national law firm is preferred. Must be admitted in New York. To apply, submit your resume, cover letter, writing sample, and law school transcript (unofficial transcript is acceptable). The expected pay range for this position is: $390,000 - $435,000 per year Salary will be determined based upon education, experience, job related factors permitted by law, internal equity, and market data, including geographic pay differentials in locations where market pay differs from the national average. Full time employees may be eligible for a discretionary bonus, health insurance with an optional HSA, short term disability, long term disability, dental insurance, vision care, life insurance, Healthcare and Dependent Care Flexible Spending Accounts, 401K, vacation, sick time, and an employee assistance program. Additional voluntary programs include: voluntary accident insurance, voluntary life, voluntary disability, voluntary long term care, voluntary critical illness and cancer insurance and pet insurance. Commuter and Transit programs may also be available in certain markets. GT is an EEO employer with an inclusive workplace committed to merit-based consideration and review without regard to an individual’s race, sex, or other protected characteristics and to the principles of non-discrimination on any protected basis.",Intellectual Property,"Patent Litigation, Litigation",6,8,Open,
1000142133,Reed Smith LLP,"New York City, New York",New York - Global Regulatory Enforcement Associate (Junior-Level),"The New York office of Reed Smith is seeking a Junior Associate to join the Global Regulatory Enforcement Group. Candidates should have 1-2 years of experience assisting with litigation, government investigations, and SEC enforcement cases. Candidates with a CPA license are strongly preferred. Federal clerkship or government/prosecutorial experience would also be helpful. Candidates must be an active member of the New York bar. Pay Range:$225,000 - $235,000. This represents the presently-anticipated low and high end of Reed Smith’s pay range for this position. Actual pay may vary based on various factors, including but not limited to location and experience. Benefits include: 401k Plan Medical Health Savings Account Virtual Health Dental Vision Accident Hospital indemnity Critical illness Life insurance Short term disability Long term disability Flexible Spending Accounts Lyra Health EAP Paid Family Leave College Savings Plan Transportation benefit Back-up Child Care College Coach Pet insurance Paid sick time Vacation time Excess Liability Insurance Additional information on our benefits can be found here: https://www.reedsmith.com/en/careers/general/us-compensation-and-benefits ref#L1012025 The New York office of Reed Smith is seeking a Junior Associate to join the Global Regulatory Enforcement Group. Candidates should have 1-2 years of experience assisting with litigation, government investigations, and SEC enforcement cases. Candidates with a CPA license are strongly preferred. Federal clerkship or government/prosecutorial experience would also be helpful. Candidates must be an active member of the New York bar. Pay Range:$225,000 - $235,000. This represents the presently-anticipated low and high end of Reed Smith’s pay range for this position. Actual pay may vary based on various factors, including but not limited to location and experience. Benefits include: 401k Plan Medical Health Savings Account Virtual Health Dental Vision Accident Hospital indemnity Critical illness Life insurance Short term disability Long term disability Flexible Spending Accounts Lyra Health EAP Paid Family Leave College Savings Plan Transportation benefit Back-up Child Care College Coach Pet insurance Paid sick time Vacation time Excess Liability Insurance Additional information on our benefits can be found here: https://www.reedsmith.com/en/careers/general/us-compensation-and-benefits ref#L1012025",Litigation,"Government, Investigations, Securities",1,2,Open,
1000142132,Reed Smith LLP,"New York City, New York",New York - Finance Associate (Mid-Level),"The Financial Industry Group of Reed Smith LLP is currently seeking an associate to join the firm’s rapidly growing structured finance practice in New York. Successful candidates will have significant experience representing investment banks and/or asset managers in structuring and documenting collateralized loan obligation transactions. Reed Smith offers a challenging work environment and a total compensation package that includes a competitive salary, flexible benefits program, tuition assistance, and generous 401(k) plan. Reed Smith is an Equal Opportunity Employer with Core Values of Integrity, Excellence, Teamwork & Respect, Innovation, and Impact. Reed Smith also provides reasonable accommodations in accordance with law, including in the application and interview process. Pay Range: $235,000 - $365,000. This represents the presently-anticipated low and high end of Reed Smith’s pay range for this position. Actual pay may vary based on various factors, including but not limited to location and experience. Benefits include: 401k Plan Medical Health Savings Account Virtual Health Dental Vision Accident Hospital indemnity Critical illness Life insurance Short term disability Long term disability Flexible Spending Accounts Lyra Health EAP Paid Family Leave College Savings Plan Transportation benefit Back-up Child Care College Coach Pet insurance Paid sick time Vacation time Excess Liability Insurance Additional information on our benefits can be found here: https://www.reedsmith.com/en/careers/general/us-compensation-and-benefits ref#L1012025 The Financial Industry Group of Reed Smith LLP is currently seeking an associate to join the firm’s rapidly growing structured finance practice in New York. Successful candidates will have significant experience representing investment banks and/or asset managers in structuring and documenting collateralized loan obligation transactions. Reed Smith offers a challenging work environment and a total compensation package that includes a competitive salary, flexible benefits program, tuition assistance, and generous 401(k) plan. Reed Smith is an Equal Opportunity Employer with Core Values of Integrity, Excellence, Teamwork & Respect, Innovation, and Impact. Reed Smith also provides reasonable accommodations in accordance with law, including in the application and interview process. Pay Range: $235,000 - $365,000. This represents the presently-anticipated low and high end of Reed Smith’s pay range for this position. Actual pay may vary based on various factors, including but not limited to location and experience. Benefits include: 401k Plan Medical Health Savings Account Virtual Health Dental Vision Accident Hospital indemnity Critical illness Life insurance Short term disability Long term disability Flexible Spending Accounts Lyra Health EAP Paid Family Leave College Savings Plan Transportation benefit Back-up Child Care College Coach Pet insurance Paid sick time Vacation time Excess Liability Insurance Additional information on our benefits can be found here: https://www.reedsmith.com/en/careers/general/us-compensation-and-benefits ref#L1012025",Banking,"Structured Finance, Lending",3,6,Open,
